i,fr,sudut,p1,p2,galat,nyambung,f_badan,puncak_rel_badan,saddle_rel_badan,r_sel,luas_sel,st_gabung,br_gabung
189,0.9342922572667307,5.109583328839978,pbcseg_final_v1\MO_729326_ccrop_mask.png,pbcseg_final_v1\LY_695283_ccrop_mask.png,,True,0.44266651864232043,0.7881313262843956,0.3454648076420752,68.62215385719105,32625,terpisah_di_nol,0.0
190,0.9033465353707781,0.9428783177083367,pbcseg_final_v1\MO_769640_ccrop_mask.png,pbcseg_final_v1\LY_56612_ccrop_mask.png,,True,0.2188049725177334,0.6189269509163182,0.4001219783985849,72.99315036357864,26232,terpisah_di_nol,0.0
191,0.736022086586767,1.826559891834596,pbcseg_final_v1\MO_352748_ccrop_mask.png,pbcseg_final_v1\MO_501501_ccrop_mask.png,,True,0.08966098071608243,0.7645458696117136,0.6748848888956311,67.26812023536856,30539,terpisah_di_nol,0.0
216,0.7408083401620503,2.21133875241135,pbcseg_final_v1\MO_657991_ccrop_mask.png,pbcseg_final_v1\LY_534632_ccrop_mask.png,,True,0.14757390999263592,0.8225224677031888,0.6749485577105528,56.92099788303083,18434,terpisah_di_nol,0.0
217,0.9191599111736658,3.2575782587439748,pbcseg_final_v1\LY_313032_ccrop_mask.png,pbcseg_final_v1\MO_516349_ccrop_mask.png,,True,0.6377793796041091,0.8565293796041091,0.21875,64.0,30373,terpisah_di_nol,0.0
218,0.7896783037509588,0.2491379455311075,pbcseg_final_v1\LY_364702_ccrop_mask.png,pbcseg_final_v1\MO_679959_ccrop_mask.png,,False,0.0,0.0,0.0,46.400431032480725,8556,tak_pernah_pecah,1.0
219,0.8536293151836235,2.5806646826730177,pbcseg_final_v1\MO_121190_ccrop_mask.png,pbcseg_final_v1\LY_164944_ccrop_mask.png,,True,0.4066024330380993,0.929342903077966,0.5227404700398668,57.0701322935211,22856,terpisah_di_nol,0.0
220,0.9270525235074605,4.278266872352956,pbcseg_final_v1\MO_905158_ccrop_mask.png,pbcseg_final_v1\LY_550491_ccrop_mask.png,,True,0.11553048232061396,0.638405112807701,0.522874630487087,65.86349520030045,27158,normal,0.026938622922018266
221,0.8069983222150494,3.0294715403389305,pbcseg_final_v1\LY_613198_ccrop_mask.png,pbcseg_final_v1\LY_18831_ccrop_mask.png,,True,0.24109373090730638,0.894473755135148,0.6533800242278417,49.0,14596,normal,0.050507627227610534
222,0.7060786753821615,0.940069116640657,pbcseg_final_v1\MO_691230_ccrop_mask.png,pbcseg_final_v1\MO_163770_ccrop_mask.png,,True,0.15138226259725912,0.8064657781780161,0.655083515580757,84.29116205154607,36726,terpisah_di_nol,0.0
223,0.9114314726047775,1.27294973939574,pbcseg_final_v1\LY_818779_ccrop_mask.png,pbcseg_final_v1\MO_660670_ccrop_mask.png,,True,0.3251628683475627,0.6656531647956533,0.34049029644809065,72.0,26722,terpisah_di_nol,0.0
208,0.9561390094957057,0.12943973516829888,pbcseg_final_v1\MO_250099_ccrop_mask.png,pbcseg_final_v1\MO_604786_ccrop_mask.png,,False,0.0,0.0,0.0,76.6550715869472,27446,normal,0.4580786674510946
209,0.8028617269504674,1.858765589068667,pbcseg_final_v1\LY_29912_ccrop_mask.png,pbcseg_final_v1\MO_459530_ccrop_mask.png,,True,0.1384066728471457,0.7452664279727501,0.6068597551256044,57.697486947006624,21098,terpisah_di_nol,0.0
210,0.8813753687430829,3.1908834933263375,pbcseg_final_v1\LY_135776_ccrop_mask.png,pbcseg_final_v1\LY_476903_ccrop_mask.png,,True,0.39321463611404806,0.7887723976917016,0.39555776157765354,63.655321851358195,23296,terpisah_di_nol,0.0
211,0.939413425147161,5.545036181481531,pbcseg_final_v1\LY_700507_ccrop_mask.png,pbcseg_final_v1\MO_742036_ccrop_mask.png,,True,0.22132805031462502,0.505791396751376,0.2844633464367509,79.6994353806851,26378,normal,0.026126497213658208
212,0.831131766859159,1.002773108633915,pbcseg_final_v1\MO_429133_ccrop_mask.png,pbcseg_final_v1\MO_111681_ccrop_mask.png,,True,0.38423063273298674,0.9830451751019185,0.5988145423689317,75.96051605933177,39688,terpisah_di_nol,0.0
213,0.7145449519791924,2.805786543871626,pbcseg_final_v1\MO_83718_ccrop_mask.png,pbcseg_final_v1\MO_637636_ccrop_mask.png,,True,0.160682898799479,0.7080330549306677,0.5473501561311888,82.86132994346639,40131,terpisah_di_nol,0.0
214,0.8741033041025468,0.9646706539379412,pbcseg_final_v1\MO_140180_ccrop_mask.png,pbcseg_final_v1\MO_592949_ccrop_mask.png,,True,0.3693207866435989,0.7792595534504482,0.40993876680684926,79.1580697086532,43605,terpisah_di_nol,0.0
215,0.8950733704467158,2.906461107671668,pbcseg_final_v1\LY_782746_ccrop_mask.png,pbcseg_final_v1\MO_7195_ccrop_mask.png,,True,0.33594877587503913,0.6992725946259893,0.3633238187509502,69.02897942168927,31084,terpisah_di_nol,0.0
232,0.7583471999231771,3.4034190330443517,pbcseg_final_v1\MO_7195_ccrop_mask.png,pbcseg_final_v1\LY_222797_ccrop_mask.png,,True,0.1367592493853468,0.6509109886611599,0.5141517392758131,76.27581530209953,33224,normal,0.022576182049286544
233,0.9436195419802663,0.058949939533715336,pbcseg_final_v1\LY_166694_ccrop_mask.png,pbcseg_final_v1\LY_721798_ccrop_mask.png,,True,0.5674886486029808,0.957625805923416,0.39013715732043525,51.264022471905186,19493,terpisah_di_nol,0.0
234,0.7586120241735353,0.40139729020373827,pbcseg_final_v1\LY_444522_ccrop_mask.png,pbcseg_final_v1\LY_684028_ccrop_mask.png,,True,0.27174956741518963,0.9163092499311758,0.6445596825159862,52.49761899362675,16348,terpisah_di_nol,0.0
235,0.7285996944620082,2.0667468183591393,pbcseg_final_v1\MO_397136_ccrop_mask.png,pbcseg_final_v1\LY_54448_ccrop_mask.png,,True,0.02921360296955885,0.5627841314817671,0.5335705285122082,83.81527307120105,36088,terpisah_di_nol,0.0
236,0.8912708542564534,6.078961413341676,pbcseg_final_v1\LY_592408_ccrop_mask.png,pbcseg_final_v1\LY_892611_ccrop_mask.png,,True,0.49283677320146496,0.9704546245022597,0.4776178513007948,50.24937810560445,19019,terpisah_di_nol,0.0
237,0.8243775579771768,4.100801562590845,pbcseg_final_v1\LY_211339_ccrop_mask.png,pbcseg_final_v1\MO_529996_ccrop_mask.png,,True,0.2508925205189826,0.994401953144513,0.7435094326255304,57.56735185849702,26183,terpisah_di_nol,0.0
238,0.8271048602094779,0.334541135065481,pbcseg_final_v1\MO_466891_ccrop_mask.png,pbcseg_final_v1\LY_267115_ccrop_mask.png,,True,0.2744870905844615,0.5820037145065502,0.3075166239220886,65.76473218982953,27460,terpisah_di_nol,0.0
239,0.7729117780010285,4.207211522735374,pbcseg_final_v1\MO_331103_ccrop_mask.png,pbcseg_final_v1\MO_963471_ccrop_mask.png,,True,0.30882064346480964,0.9300762513869286,0.621255607922119,74.14849964766651,31878,terpisah_di_nol,0.0
224,0.8696212327074598,5.129548311125143,pbcseg_final_v1\MO_384012_ccrop_mask.png,pbcseg_final_v1\MO_14626_ccrop_mask.png,,True,0.3871340252124016,0.8613012031869431,0.47416717797454155,66.18912297349165,27317,terpisah_di_nol,0.0
225,0.8521020393898717,2.977744717265432,pbcseg_final_v1\MO_169657_ccrop_mask.png,pbcseg_final_v1\LY_583675_ccrop_mask.png,,True,0.5912727674453881,0.7762149273484601,0.18494215990307195,70.2922470831599,35164,terpisah_di_nol,0.0
226,0.9622653044704557,5.4720555530060855,pbcseg_final_v1\MO_676317_ccrop_mask.png,pbcseg_final_v1\MO_818859_ccrop_mask.png,,True,0.5871831827561719,0.8595546617305089,0.27237147897433694,72.69112738154499,31680,terpisah_di_nol,0.0
227,0.8462390101574935,2.2655319866265256,pbcseg_final_v1\LY_961135_ccrop_mask.png,pbcseg_final_v1\MO_759794_ccrop_mask.png,,True,0.08047723015290098,0.5975088960228162,0.5170316658699152,63.0,29661,terpisah_di_nol,0.0
228,0.7435608999568191,3.549686029607437,pbcseg_final_v1\MO_435882_ccrop_mask.png,pbcseg_final_v1\LY_206769_ccrop_mask.png,,True,0.036629403028797074,0.5571999010009574,0.5205704979721603,77.31752712031083,27093,terpisah_di_nol,0.0
229,0.77137313530192,5.798134070236243,pbcseg_final_v1\MO_633840_ccrop_mask.png,pbcseg_final_v1\MO_7195_ccrop_mask.png,,True,0.3220477533672194,0.9975016776572272,0.6754539242900077,72.18032973047436,39476,terpisah_di_nol,0.0
230,0.853772673846836,4.8527160513462215,pbcseg_final_v1\MO_111681_ccrop_mask.png,pbcseg_final_v1\MO_417142_ccrop_mask.png,,True,0.1835365551469959,0.683536555146996,0.5,84.8528137423857,38290,terpisah_di_nol,0.0
231,0.9577834604666553,6.016661138139752,pbcseg_final_v1\MO_197584_ccrop_mask.png,pbcseg_final_v1\MO_573622_ccrop_mask.png,,True,0.6684556492171788,0.975737031280799,0.3072813820636202,58.66856057549052,22656,terpisah_di_nol,0.0
256,0.8699932269449726,3.226967251281713,pbcseg_final_v1\LY_479756_ccrop_mask.png,pbcseg_final_v1\LY_64218_ccrop_mask.png,,True,0.48220084840688715,0.9395351837532165,0.4573343353463294,54.70831746635972,20250,terpisah_di_nol,0.0
257,0.7583325013278079,4.208695950578795,pbcseg_final_v1\LY_999045_ccrop_mask.png,pbcseg_final_v1\MO_500300_ccrop_mask.png,,True,0.13329242925288506,0.7165665390947688,0.5832741098418837,64.19501538281614,20341,normal,0.03901371573204352
258,0.712763252094281,0.589465918407301,pbcseg_final_v1\LY_646905_ccrop_mask.png,pbcseg_final_v1\MO_363174_ccrop_mask.png,,True,0.12184114519482923,0.6368162803666958,0.5149751351718665,67.7421582177598,26287,terpisah_di_nol,0.0
259,0.926303427818887,4.0691707233614345,pbcseg_final_v1\MO_145357_ccrop_mask.png,pbcseg_final_v1\LY_644865_ccrop_mask.png,,True,0.25990525480158166,0.546402644832534,0.28649739003095226,82.37718130647589,35736,terpisah_di_nol,0.0
260,0.7526492317706849,0.9554174666518502,pbcseg_final_v1\MO_52244_ccrop_mask.png,pbcseg_final_v1\LY_665021_ccrop_mask.png,,True,0.07671143201463658,0.557847567851978,0.4811361358373413,78.56844150166147,27696,terpisah_di_nol,0.0
261,0.898242129882166,4.12652515077262,pbcseg_final_v1\LY_738073_ccrop_mask.png,pbcseg_final_v1\MO_361616_ccrop_mask.png,,True,0.27693606478911187,0.6106471130689315,0.3337110482798197,63.0,25099,terpisah_di_nol,0.0
262,0.7152910536863383,1.4697333943396882,pbcseg_final_v1\MO_963471_ccrop_mask.png,pbcseg_final_v1\MO_332437_ccrop_mask.png,,True,0.20081975230308874,0.8933009443525782,0.6924811920494894,77.20103626247513,32841,terpisah_di_nol,0.0
263,0.9596274094220012,5.3477571071207235,pbcseg_final_v1\LY_257379_ccrop_mask.png,pbcseg_final_v1\LY_342034_ccrop_mask.png,,True,0.6412656447290116,0.8447424864922705,0.20347684176325892,45.31004303683677,14010,terpisah_di_nol,0.0
240,0.9695554956432628,4.929756902409984,pbcseg_final_v1\MO_722749_ccrop_mask.png,pbcseg_final_v1\MO_91781_ccrop_mask.png,,True,0.6151961314246591,0.9672796243913313,0.3520834929666723,63.06346010171025,30564,terpisah_di_nol,0.0
241,0.96190257062192,3.9456149123703597,pbcseg_final_v1\LY_483585_ccrop_mask.png,pbcseg_final_v1\MO_375691_ccrop_mask.png,,True,0.72816926598348,0.8955274230456016,0.16735815706212162,67.60177512462228,29188,terpisah_di_nol,0.0
242,0.7966742360824073,1.082342017709326,pbcseg_final_v1\LY_418697_ccrop_mask.png,pbcseg_final_v1\LY_603476_ccrop_mask.png,,True,0.2851814627041645,0.8793565941039629,0.5941751313997985,53.46026561849464,18554,terpisah_di_nol,0.0
243,0.7160362475861635,3.701540826813813,pbcseg_final_v1\MO_723768_ccrop_mask.png,pbcseg_final_v1\LY_617499_ccrop_mask.png,,True,0.034225873428617604,0.5281576874596051,0.4939318140309875,81.43709228600933,27130,terpisah_di_nol,0.0
244,0.9630101501269159,2.5575727764805993,pbcseg_final_v1\MO_902874_ccrop_mask.png,pbcseg_final_v1\MO_23775_ccrop_mask.png,,True,0.5660799762665815,0.794882133927796,0.2288021576612147,68.41052550594829,25676,terpisah_di_nol,0.0
245,0.7889044571919183,4.434071630087184,pbcseg_final_v1\LY_506533_ccrop_mask.png,pbcseg_final_v1\MO_769640_ccrop_mask.png,,True,0.2068447490274288,0.7789700214349037,0.5721252724074749,72.99315036357864,28310,terpisah_di_nol,0.0
246,0.9719145607568752,4.555186818932032,pbcseg_final_v1\MO_702473_ccrop_mask.png,pbcseg_final_v1\MO_447322_ccrop_mask.png,,True,0.2457269702403874,0.6059091125034225,0.3601821422630351,86.46964785403026,37563,terpisah_di_nol,0.0
247,0.7625196903112911,3.2794384560900105,pbcseg_final_v1\MO_627871_ccrop_mask.png,pbcseg_final_v1\MO_888999_ccrop_mask.png,,True,0.31548911519425377,0.9799011100958148,0.6644119949015611,69.6419413859206,30333,terpisah_di_nol,0.0
248,0.9771082873612826,1.1538202334488228,pbcseg_final_v1\MO_778543_ccrop_mask.png,pbcseg_final_v1\MO_307859_ccrop_mask.png,,True,0.39787222715556503,0.6969287611638967,0.29905653400833165,78.91767862779544,37935,terpisah_di_nol,0.0
249,0.7336881085832614,1.4988477343817965,pbcseg_final_v1\MO_88838_ccrop_mask.png,pbcseg_final_v1\LY_793772_ccrop_mask.png,,True,0.10771359871732253,0.8295786565865599,0.7218650578692374,61.204574992397426,26041,terpisah_di_nol,0.0
250,0.9247255489720737,2.168231075469487,pbcseg_final_v1\MO_62638_ccrop_mask.png,pbcseg_final_v1\LY_875873_ccrop_mask.png,,True,0.4574572756556274,0.8974859800027294,0.440028704347102,57.9396237474839,22490,terpisah_di_nol,0.0
251,0.9081395057185654,1.6387237510306016,pbcseg_final_v1\MO_678255_ccrop_mask.png,pbcseg_final_v1\MO_269575_ccrop_mask.png,,True,0.25143695844285513,0.8985956970763458,0.6471587386334907,62.289646009589745,34747,terpisah_di_nol,0.0
252,0.8000135016278364,5.818191721082445,pbcseg_final_v1\LY_832225_ccrop_mask.png,pbcseg_final_v1\MO_557047_ccrop_mask.png,,True,0.22564800602812338,0.686199218390018,0.46055121236189456,66.2872536767062,28542,terpisah_di_nol,0.0
253,0.9669288442010031,3.0510411494000658,pbcseg_final_v1\LY_828205_ccrop_mask.png,pbcseg_final_v1\MO_945498_ccrop_mask.png,,True,0.37795271086203597,0.5955142262422416,0.21756151538020568,64.51356446515724,20296,terpisah_di_nol,0.0
254,0.9723119308850698,3.4804243686430385,pbcseg_final_v1\MO_930017_ccrop_mask.png,pbcseg_final_v1\MO_245773_ccrop_mask.png,,True,0.5223629497649294,0.7057139234036682,0.1833509736387389,78.08969202141856,34082,terpisah_di_nol,0.0
255,0.7163354410021825,1.5184688931109587,pbcseg_final_v1\MO_660545_ccrop_mask.png,pbcseg_final_v1\LY_359031_ccrop_mask.png,,True,0.049705812145082094,0.5618880290427728,0.5121822168976907,85.90692637965812,32535,normal,0.02480694691784169
264,0.8998137109611155,2.1448018138429528,pbcseg_final_v1\LY_722941_ccrop_mask.png,pbcseg_final_v1\MO_663123_ccrop_mask.png,,True,0.27111908087456216,0.6107100936430916,0.33959101276852943,78.40918313565064,29018,terpisah_di_nol,0.0
265,0.9160919328146482,5.651670315391055,pbcseg_final_v1\LY_272801_ccrop_mask.png,pbcseg_final_v1\LY_586473_ccrop_mask.png,,True,0.34824513602041013,0.793622117618814,0.44537698159840383,55.226805085936306,19291,terpisah_di_nol,0.0
266,0.7864043690495223,4.282047718253819,pbcseg_final_v1\MO_861099_ccrop_mask.png,pbcseg_final_v1\MO_271560_ccrop_mask.png,,True,0.21394800411876216,0.8142925629887872,0.6003445588700249,82.28000972289685,38060,terpisah_di_nol,0.0
267,0.9798358619424887,6.055646919420161,pbcseg_final_v1\LY_83324_ccrop_mask.png,pbcseg_final_v1\MO_184578_ccrop_mask.png,,True,0.6206155450567823,0.7702791798645491,0.14966363480776676,63.387695966961914,22818,terpisah_di_nol,0.0
268,0.7299255057747797,3.7118124324658943,pbcseg_final_v1\MO_548509_ccrop_mask.png,pbcseg_final_v1\LY_321533_ccrop_mask.png,,True,0.038064748596384326,0.66888567389413,0.6308209252977457,68.18357573492314,25339,terpisah_di_nol,0.0
269,0.8775245561914476,4.86638211491592,pbcseg_final_v1\MO_111934_ccrop_mask.png,pbcseg_final_v1\MO_310770_ccrop_mask.png,,True,0.4675701608607868,0.9835207264672066,0.5159505656064198,60.08327554319921,29427,terpisah_di_nol,0.0
270,0.961271610798228,5.904473191866312,pbcseg_final_v1\MO_162174_ccrop_mask.png,pbcseg_final_v1\LY_651080_ccrop_mask.png,,True,0.2799207995662029,0.6573791563197969,0.37745835675359396,79.6994353806851,38207,terpisah_di_nol,0.0
271,0.8538127026927399,2.2285255480525072,pbcseg_final_v1\MO_652110_ccrop_mask.png,pbcseg_final_v1\MO_853737_ccrop_mask.png,,True,0.29426962548765984,0.7545077174421843,0.4602380919545245,83.19254774317228,35511,terpisah_di_nol,0.0
272,0.9468893554061749,5.159123305855566,pbcseg_final_v1\MO_371068_ccrop_mask.png,pbcseg_final_v1\MO_2733_ccrop_mask.png,,True,0.42133448445740085,0.7449875016072555,0.3236530171498546,79.19595949289332,42638,terpisah_di_nol,0.0
273,0.8535459312148261,2.7875621985907992,pbcseg_final_v1\MO_120253_ccrop_mask.png,pbcseg_final_v1\MO_516349_ccrop_mask.png,,True,0.5226530412403376,0.9697173083609865,0.44706426712064884,67.02984409947557,37774,terpisah_di_nol,0.0
274,0.9473532663338238,4.936228281848279,pbcseg_final_v1\MO_338729_ccrop_mask.png,pbcseg_final_v1\LY_540241_ccrop_mask.png,,True,0.35853785316466313,0.6340648780296452,0.27552702486498204,69.33974329343886,22338,terpisah_di_nol,0.0
275,0.7692251353287547,0.6076890851204767,pbcseg_final_v1\MO_482763_ccrop_mask.png,pbcseg_final_v1\LY_904936_ccrop_mask.png,,True,0.13309760563665568,0.5582421956735901,0.4251445900369345,76.0,31858,terpisah_di_nol,0.0
276,0.950949491996101,0.18418809786567125,pbcseg_final_v1\MO_764487_ccrop_mask.png,pbcseg_final_v1\LY_247228_ccrop_mask.png,,True,0.32459555281703895,0.5804830750118685,0.2558875221948296,73.00684899377592,24397,terpisah_di_nol,0.0
277,0.9393918691158162,1.6759850469817916,pbcseg_final_v1\LY_954324_ccrop_mask.png,pbcseg_final_v1\LY_69243_ccrop_mask.png,,True,0.3920585002257587,0.9234717104492156,0.5314132102234569,50.0,18252,terpisah_di_nol,0.0
278,0.717726236895837,2.7344910922710284,pbcseg_final_v1\MO_763772_ccrop_mask.png,pbcseg_final_v1\MO_2893_ccrop_mask.png,,True,0.15771501200667684,0.8604433809329834,0.7027283689263066,89.09545442950498,46602,terpisah_di_nol,0.0
279,0.9679203932017164,5.5157468470990665,pbcseg_final_v1\MO_836146_ccrop_mask.png,pbcseg_final_v1\LY_265119_ccrop_mask.png,,True,0.4786642924898023,0.6534741395044289,0.17480984701462654,61.61168720299745,19213,terpisah_di_nol,0.0
296,0.970361688037775,2.334359692158782,pbcseg_final_v1\LY_707158_ccrop_mask.png,pbcseg_final_v1\LY_973118_ccrop_mask.png,,True,0.5942291305184303,0.8469598812590994,0.2527307507406691,58.82176467941097,19742,terpisah_di_nol,0.0
297,0.8209182676504732,0.1656219822698622,pbcseg_final_v1\MO_608407_ccrop_mask.png,pbcseg_final_v1\LY_665021_ccrop_mask.png,,True,0.09274750228745704,0.5288407874254288,0.4360932851379718,85.61541917201598,30007,terpisah_di_nol,0.0
298,0.9033167334686178,2.7295873097261354,pbcseg_final_v1\LY_674060_ccrop_mask.png,pbcseg_final_v1\MO_567498_ccrop_mask.png,,True,0.3569579684142456,0.7534491286872995,0.39649116027305387,62.39390995922599,22555,terpisah_di_nol,0.0
299,0.9186787715789613,0.8182123020460806,pbcseg_final_v1\LY_929629_ccrop_mask.png,pbcseg_final_v1\MO_679959_ccrop_mask.png,,False,0.0,0.0,0.0,48.0,10100,tak_pernah_pecah,1.0
300,0.9138465209103593,0.5724741478971432,pbcseg_final_v1\LY_918465_ccrop_mask.png,pbcseg_final_v1\MO_183392_ccrop_mask.png,,True,0.37389022023561436,0.6422183775355891,0.2683281572999748,75.0,32888,terpisah_di_nol,0.0
301,0.8456670611468525,2.2068879100694194,pbcseg_final_v1\MO_289893_ccrop_mask.png,pbcseg_final_v1\LY_105283_ccrop_mask.png,,True,0.13185143889686493,0.5742516454415233,0.44240020654465834,65.55150646628954,19999,normal,0.027767067240353285
302,0.8131801671744044,1.1352393132518213,pbcseg_final_v1\LY_892611_ccrop_mask.png,pbcseg_final_v1\MO_329929_ccrop_mask.png,,True,0.23161885816120933,0.8417555758579567,0.6101367176967473,60.108235708594876,21051,normal,0.05224229744107162
303,0.8003881095654513,3.4492621162082666,pbcseg_final_v1\LY_289402_ccrop_mask.png,pbcseg_final_v1\MO_641324_ccrop_mask.png,,True,0.12194457312290816,0.6077208941896298,0.48577632106672164,72.40165743959182,24239,terpisah_di_nol,0.0
280,0.8770847533779389,2.218073186018412,pbcseg_final_v1\LY_314311_ccrop_mask.png,pbcseg_final_v1\MO_340650_ccrop_mask.png,,True,0.21449828300984755,0.5400225260485535,0.3255242430387059,83.0,35260,terpisah_di_nol,0.0
281,0.905695720538926,1.4415629389117457,pbcseg_final_v1\MO_226755_ccrop_mask.png,pbcseg_final_v1\LY_867406_ccrop_mask.png,,True,0.2104690027721217,0.6225506946181887,0.412081691846067,67.11929677819934,22782,terpisah_di_nol,0.0
282,0.8738231987954933,5.7169223114504115,pbcseg_final_v1\MO_988224_ccrop_mask.png,pbcseg_final_v1\LY_650769_ccrop_mask.png,,True,0.40076817487922783,0.855886009824193,0.45511783494496516,58.008620049092706,27287,terpisah_di_nol,0.0
283,0.8294639595965856,0.5098380343033454,pbcseg_final_v1\MO_36319_ccrop_mask.png,pbcseg_final_v1\LY_556886_ccrop_mask.png,,True,0.1539342631179041,0.6795225943455407,0.5255883312276367,68.60029154456998,25267,terpisah_di_nol,0.0
284,0.7848106606638666,0.7231759238761557,pbcseg_final_v1\MO_239521_ccrop_mask.png,pbcseg_final_v1\MO_361616_ccrop_mask.png,,True,0.15807628827077216,0.797699138111104,0.6396228498403319,82.86132994346639,41096,terpisah_di_nol,0.0
285,0.7195999679689227,2.2677098366201554,pbcseg_final_v1\MO_703127_ccrop_mask.png,pbcseg_final_v1\MO_616615_ccrop_mask.png,,True,0.18905665356065995,0.8697448898506392,0.6806882362899793,72.83543093852057,29216,terpisah_di_nol,0.0
286,0.8102619636114103,2.410651304274035,pbcseg_final_v1\LY_818290_ccrop_mask.png,pbcseg_final_v1\LY_732056_ccrop_mask.png,,True,0.28344216116520116,0.9521475685748676,0.6687054074096664,57.14017850864661,21053,terpisah_di_nol,0.0
287,0.9689099392179435,5.964657977948245,pbcseg_final_v1\MO_588078_ccrop_mask.png,pbcseg_final_v1\MO_18877_ccrop_mask.png,,True,0.753093114097569,0.926750292009366,0.17365717791179697,64.38167441127949,27422,terpisah_di_nol,0.0
304,0.9713819746969135,0.5431583545473652,pbcseg_final_v1\MO_649902_ccrop_mask.png,pbcseg_final_v1\LY_687027_ccrop_mask.png,,True,0.4005533396395961,0.6002978301133636,0.1997444904737674,79.1580697086532,29788,terpisah_di_nol,0.0
305,0.978659769404115,5.611072946281072,pbcseg_final_v1\LY_481506_ccrop_mask.png,pbcseg_final_v1\MO_803041_ccrop_mask.png,,True,0.5058388484673977,0.6386955544948193,0.13285670602742167,67.7421582177598,30961,terpisah_di_nol,0.0
306,0.8702948696821513,2.428504233277129,pbcseg_final_v1\MO_899210_ccrop_mask.png,pbcseg_final_v1\MO_541213_ccrop_mask.png,,True,0.45499612903905473,0.9067624616654685,0.45176633262641375,73.97972695272672,33760,terpisah_di_nol,0.0
307,0.7218101179340904,1.8351022443210907,pbcseg_final_v1\LY_928141_ccrop_mask.png,pbcseg_final_v1\LY_828552_ccrop_mask.png,,True,0.12673214528328297,0.8719116714439228,0.7451795261606398,54.378304497290095,17783,terpisah_di_nol,0.0
308,0.736640155145329,1.4616267380199885,pbcseg_final_v1\MO_2893_ccrop_mask.png,pbcseg_final_v1\MO_356393_ccrop_mask.png,,True,0.22150709023913925,0.9739927317186894,0.7524856414795501,77.07788269017254,41423,terpisah_di_nol,0.0
309,0.9334309265617395,4.688928497331349,pbcseg_final_v1\LY_372460_ccrop_mask.png,pbcseg_final_v1\MO_422563_ccrop_mask.png,,True,0.6075574286369438,0.9462671060562987,0.3387096774193548,62.0,25368,terpisah_di_nol,0.0
310,0.7247350706313767,1.6948799940846908,pbcseg_final_v1\LY_267075_ccrop_mask.png,pbcseg_final_v1\LY_228644_ccrop_mask.png,,True,0.2535469899812746,0.995691956274309,0.7421449662930344,43.139309220245984,12829,normal,0.02701716134791496
311,0.9234765283387821,0.17932069958853045,pbcseg_final_v1\LY_689894_ccrop_mask.png,pbcseg_final_v1\LY_193962_ccrop_mask.png,,True,0.5035700572390804,0.863262955266995,0.35969289802791454,50.11985634456667,16142,terpisah_di_nol,0.0
288,0.9776167170372911,3.984548499156597,pbcseg_final_v1\LY_884557_ccrop_mask.png,pbcseg_final_v1\MO_747260_ccrop_mask.png,,True,0.4461498164585093,0.8007736444340388,0.3546238279755294,55.97320787662612,21450,terpisah_di_nol,0.0
289,0.835161513503923,3.4722376051709984,pbcseg_final_v1\MO_528930_ccrop_mask.png,pbcseg_final_v1\MO_228669_ccrop_mask.png,,True,0.29068743882472214,0.8454396780388752,0.5547522392141531,73.0,33761,terpisah_di_nol,0.0
290,0.8473209194055338,1.5943239180979079,pbcseg_final_v1\MO_558465_ccrop_mask.png,pbcseg_final_v1\MO_408876_ccrop_mask.png,,True,0.19549767960637546,0.9343721019723998,0.7388744223660243,59.93329625508679,35961,terpisah_di_nol,0.0
291,0.7762269672986906,2.836250747268323,pbcseg_final_v1\MO_889160_ccrop_mask.png,pbcseg_final_v1\MO_667353_ccrop_mask.png,,True,0.3297511441650918,0.9578299805314815,0.6280788363663896,72.0,43210,terpisah_di_nol,0.0
292,0.7671171649401148,3.6165410975671803,pbcseg_final_v1\MO_947642_ccrop_mask.png,pbcseg_final_v1\MO_586423_ccrop_mask.png,,True,0.2878321706814688,0.9556258901013536,0.6677937194198847,73.43704787094863,42965,terpisah_di_nol,0.0
293,0.7743767206485302,1.437570441941324,pbcseg_final_v1\MO_873686_ccrop_mask.png,pbcseg_final_v1\LY_483388_ccrop_mask.png,,True,0.13419411108531834,0.6570123780633904,0.522818266978072,68.96375859826666,31125,terpisah_di_nol,0.0
294,0.9153372568586442,5.595308840310104,pbcseg_final_v1\LY_331610_ccrop_mask.png,pbcseg_final_v1\MO_988184_ccrop_mask.png,,True,0.5299645822621332,0.8025659230111427,0.2726013407490096,64.89992295835181,29042,terpisah_di_nol,0.0
295,0.7927028996293366,2.17872765962365,pbcseg_final_v1\LY_286920_ccrop_mask.png,pbcseg_final_v1\MO_82765_ccrop_mask.png,,True,0.13008711133373085,0.6500059072186626,0.5199187958849317,59.841457201508724,20356,terpisah_di_nol,0.0
320,0.8268368689288909,1.3651605317504028,pbcseg_final_v1\MO_998093_ccrop_mask.png,pbcseg_final_v1\MO_800958_ccrop_mask.png,,True,0.014621025969399596,0.9249231213876634,0.9103020954182639,68.79680225126747,42206,terpisah_di_nol,0.0
321,0.9732058888761318,1.2674662867150346,pbcseg_final_v1\LY_812454_ccrop_mask.png,pbcseg_final_v1\LY_155590_ccrop_mask.png,,True,0.5926185402453907,0.8515333720394906,0.25891483179409996,50.20956084253277,19101,terpisah_di_nol,0.0
