img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,jarak_saddle_ke_lubang,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,aturan_lubang,pred_band
SNE_348778_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_348778_ccrop.jpg,test,SNE,B_sepakat_segmented,18.867962264113206,7.6157732009887695,0.40363517238286734,4,normal,5009,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_885644_ccrop.jpg,Neutrophil,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_885644_ccrop.jpg,test,SNE,B_sepakat_segmented,23.769728648009426,10.0,0.42070316191167123,4,normal,5733,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_53714_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_53714_ccrop.jpg,test,SNE,B_sepakat_segmented,25.495097567963924,11.0,0.43145549730400484,2,normal,5510,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_598198_ccrop.jpg,Neutrophil,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_598198_ccrop.jpg,test,SNE,B_sepakat_segmented,27.294688127912362,9.433980941772461,0.3456343189400648,2,normal,6785,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_960147_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_960147_ccrop.jpg,test,SNE,B_sepakat_segmented,30.0,19.92485809326172,0.6641619364420573,2,normal,6290,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_96280_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_96280_ccrop.jpg,test,SNE,B_sepakat_segmented,19.697715603592208,9.219544410705566,0.46805145308444945,4,normal,5196,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_234830_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_234830_ccrop.jpg,test,SNE,B_sepakat_segmented,17.204650534085253,8.0,0.46499055497527714,5,normal,6215,999.0,4,1.25,0.2,4.0,0.4,tidak,True
SNE_898586_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_898586_ccrop.jpg,test,SNE,B_sepakat_segmented,18.439088914585774,7.6157732009887695,0.4130232917833866,4,normal,5440,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_48537_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_48537_ccrop.jpg,test,SNE,B_sepakat_segmented,20.8806130178211,10.0,0.47891314261057566,3,normal,5250,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_647035_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_647035_ccrop.jpg,test,SNE,B_sepakat_segmented,20.8806130178211,10.440306663513184,0.5000000074041233,3,normal,5246,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_692892_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,yes,clear,light blue,small,pink,yes,SNE_692892_ccrop.jpg,test,SNE,B_sepakat_segmented,28.460498941515414,,1.0,1,tak_pernah_pecah,5363,,1,1.25,0.2,4.0,0.4,tidak,True
SNE_266723_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_266723_ccrop.jpg,test,SNE,B_sepakat_segmented,19.72308292331602,10.440306663513184,0.5293445605895098,3,normal,5018,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_829664_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_829664_ccrop.jpg,test,SNE,B_sepakat_segmented,23.345235059857504,9.219544410705566,0.39492189250039794,4,normal,6213,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_888384_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_888384_ccrop.jpg,test,SNE,B_sepakat_segmented,20.615528128088304,10.630146026611328,0.515637822158334,3,normal,5059,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_568613_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_568613_ccrop.jpg,test,SNE,B_sepakat_segmented,22.80350850198276,11.0,0.4823819106188661,3,normal,5671,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_826401_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_826401_ccrop.jpg,test,SNE,B_sepakat_segmented,21.95449840010015,9.0,0.40993876680684926,4,normal,5195,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_221335_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_221335_ccrop.jpg,test,SNE,B_sepakat_segmented,21.93171219946131,8.485280990600586,0.3868955106391102,4,normal,5342,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_517466_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_517466_ccrop.jpg,test,SNE,B_sepakat_segmented,31.304951684997057,25.0,0.7985957062499248,2,normal,6263,999.0,1,1.25,0.2,4.0,0.4,tidak,True
SNE_939200_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_939200_ccrop.jpg,test,SNE,B_sepakat_segmented,16.401219466856727,6.0,0.3658264565098154,3,normal,5331,999.0,2,1.25,0.2,4.0,0.4,tidak,True
SNE_892623_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_892623_ccrop.jpg,test,SNE,B_sepakat_segmented,17.11724276862369,7.071067810058594,0.41309619228045463,4,normal,5152,999.0,3,1.25,0.2,4.0,0.4,tidak,True
SNE_801267_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_801267_ccrop.jpg,test,SNE,B_sepakat_segmented,18.027756377319946,6.324555397033691,0.3508232119771921,4,normal,5457,999.0,3,1.25,0.2,4.0,0.4,tidak,True
