img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,komponen_mentah,komponen_akhir,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,pred_band
SNE_866490_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_866490_ccrop.jpg,train,SNE,B_sepakat_segmented,28.284271247461902,14.560219764709473,0.5147815065596233,2,normal,6713,1,1,2,0.75,0.2,3.0,0.4,True
SNE_871314_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_871314_ccrop.jpg,train,SNE,B_sepakat_segmented,29.5296461204668,14.866068840026855,0.5034286147345085,2,normal,6575,1,1,2,0.75,0.2,3.0,0.4,True
SNE_881639_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_881639_ccrop.jpg,train,SNE,B_sepakat_segmented,30.479501308256342,25.238859176635742,0.828060109034625,2,normal,6051,1,1,1,0.75,0.2,3.0,0.4,True
SNE_882917_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_882917_ccrop.jpg,train,SNE,B_sepakat_segmented,17.204650534085253,7.071067810058594,0.41099746815837035,4,normal,5879,1,1,4,0.75,0.2,3.0,0.4,True
SNE_884479_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_884479_ccrop.jpg,train,SNE,B_sepakat_segmented,23.345235059857504,9.848857879638672,0.4218787197638432,5,normal,9144,1,1,5,0.75,0.2,3.0,0.4,True
SNE_887894_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_887894_ccrop.jpg,train,SNE,B_sepakat_segmented,26.92582403567252,13.34166431427002,0.49549697333661524,2,normal,6227,1,1,2,0.75,0.2,3.0,0.4,True
SNE_89120_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_89120_ccrop.jpg,train,SNE,B_sepakat_segmented,18.973665961010276,8.0,0.4216370213557839,5,normal,5203,1,1,4,0.75,0.2,3.0,0.4,True
SNE_901811_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_901811_ccrop.jpg,train,SNE,B_sepakat_segmented,25.45584412271571,14.560219764709473,0.5719794517329148,2,normal,5231,1,1,2,0.75,0.2,3.0,0.4,True
SNE_902453_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_902453_ccrop.jpg,train,SNE,B_sepakat_segmented,17.4928556845359,6.4031243324279785,0.3660422545009899,5,normal,5839,1,1,3,0.75,0.2,3.0,0.4,True
SNE_909393_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_909393_ccrop.jpg,train,SNE,B_sepakat_segmented,19.72308292331602,7.071067810058594,0.3585173695994248,4,normal,5790,1,1,3,0.75,0.2,3.0,0.4,True
SNE_924048_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_924048_ccrop.jpg,train,SNE,B_sepakat_segmented,27.202941017470888,13.0,0.477889504360975,2,normal,6280,1,1,2,0.75,0.2,3.0,0.4,True
SNE_942061_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_942061_ccrop.jpg,train,SNE,B_sepakat_segmented,19.1049731745428,9.219544410705566,0.48257300999461883,5,normal,5326,1,1,3,0.75,0.2,3.0,0.4,True
SNE_943120_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_943120_ccrop.jpg,train,SNE,B_sepakat_segmented,33.24154027718932,,1.0,1,tak_pernah_pecah,7248,2,1,1,0.75,0.2,3.0,0.4,True
SNE_943223_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_943223_ccrop.jpg,train,SNE,B_sepakat_segmented,24.413111231467404,13.416407585144043,0.5495574676221888,3,normal,5790,1,1,2,0.75,0.2,3.0,0.4,True
SNE_94795_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_94795_ccrop.jpg,train,SNE,B_sepakat_segmented,34.0147027033899,,1.0,1,tak_pernah_pecah,6446,1,1,1,0.75,0.2,3.0,0.4,True
SNE_948647_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_948647_ccrop.jpg,train,SNE,B_sepakat_segmented,21.213203435596427,9.219544410705566,0.4346134914840292,3,normal,4940,1,1,3,0.75,0.2,3.0,0.4,True
SNE_951733_ccrop.jpg,Neutrophil,small,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_951733_ccrop.jpg,train,SNE,B_sepakat_segmented,28.178005607210743,23.0867919921875,0.8193195896830824,2,normal,6490,1,1,2,0.75,0.2,3.0,0.4,True
SNE_958281_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_958281_ccrop.jpg,train,SNE,B_sepakat_segmented,23.194827009486403,8.485280990600586,0.36582643997000747,5,normal,7583,1,1,3,0.75,0.2,3.0,0.4,True
SNE_973516_ccrop.jpg,Neutrophil,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_973516_ccrop.jpg,train,SNE,B_sepakat_segmented,21.02379604162864,11.180339813232422,0.5317945337318979,5,normal,5555,1,1,2,0.75,0.2,3.0,0.4,True
SNE_981806_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_981806_ccrop.jpg,train,SNE,B_sepakat_segmented,25.495097567963924,10.0,0.3922322702763681,3,normal,5826,1,1,3,0.75,0.2,3.0,0.4,True
SNE_988236_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_988236_ccrop.jpg,train,SNE,B_sepakat_segmented,31.04834939252005,25.05992889404297,0.8071259627115711,2,normal,7628,1,1,2,0.75,0.2,3.0,0.4,True
SNE_995695_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_995695_ccrop.jpg,train,SNE,B_sepakat_segmented,28.178005607210743,22.022714614868164,0.781556896604228,3,normal,5995,1,1,1,0.75,0.2,3.0,0.4,True
SNE_56069_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_56069_ccrop.jpg,val,SNE,B_sepakat_segmented,29.410882339705484,11.704699516296387,0.3979717228848564,2,normal,7312,1,1,2,0.75,0.2,3.0,0.4,True
SNE_491948_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_491948_ccrop.jpg,val,SNE,B_sepakat_segmented,19.697715603592208,9.433980941772461,0.47893781855861584,4,normal,5550,1,1,3,0.75,0.2,3.0,0.4,True
SNE_614953_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_614953_ccrop.jpg,val,SNE,B_sepakat_segmented,31.38470965295043,,1.0,1,tak_pernah_pecah,5639,1,1,1,0.75,0.2,3.0,0.4,True
SNE_918028_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_918028_ccrop.jpg,val,SNE,B_sepakat_segmented,20.591260281974,11.401754379272461,0.5537181417328683,3,normal,4942,1,1,3,0.75,0.2,3.0,0.4,True
SNE_504600_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_504600_ccrop.jpg,val,SNE,B_sepakat_segmented,17.88854381999832,6.7082037925720215,0.3749999921778234,4,normal,5491,1,1,4,0.75,0.2,3.0,0.4,True
SNE_79214_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_79214_ccrop.jpg,val,SNE,B_sepakat_segmented,23.769728648009426,13.34166431427002,0.5612880362177506,3,normal,5553,1,1,2,0.75,0.2,3.0,0.4,True
SNE_325145_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_325145_ccrop.jpg,val,SNE,B_sepakat_segmented,26.40075756488817,8.9442720413208,0.338788461631733,3,normal,6584,1,1,2,0.75,0.2,3.0,0.4,True
SNE_399708_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_399708_ccrop.jpg,val,SNE,B_sepakat_segmented,15.811388300841896,6.324555397033691,0.40000000485073994,5,normal,5074,1,1,3,0.75,0.2,3.0,0.4,True
SNE_633335_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_633335_ccrop.jpg,val,SNE,B_sepakat_segmented,17.0,7.0,0.4117647058823529,5,normal,5660,1,1,4,0.75,0.2,3.0,0.4,True
SNE_692597_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_692597_ccrop.jpg,val,SNE,B_sepakat_segmented,21.02379604162864,10.29563045501709,0.4897132009191392,3,normal,5913,1,1,3,0.75,0.2,3.0,0.4,True
SNE_502348_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_502348_ccrop.jpg,val,SNE,B_sepakat_segmented,20.0,8.062257766723633,0.40311288833618164,3,normal,5687,1,1,3,0.75,0.2,3.0,0.4,True
SNE_374094_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_374094_ccrop.jpg,val,SNE,B_sepakat_segmented,21.95449840010015,9.0,0.40993876680684926,3,normal,5661,1,1,3,0.75,0.2,3.0,0.4,True
SNE_605370_ccrop.jpg,Neutrophil,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_605370_ccrop.jpg,val,SNE,B_sepakat_segmented,37.0,30.232433319091797,0.8170927924078863,2,normal,7704,1,1,1,0.75,0.2,3.0,0.4,True
SNE_30327_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_30327_ccrop.jpg,val,SNE,B_sepakat_segmented,21.840329667841555,7.8102498054504395,0.35760677261893703,3,normal,4906,1,1,3,0.75,0.2,3.0,0.4,True
SNE_775439_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_775439_ccrop.jpg,val,SNE,B_sepakat_segmented,26.832815729997478,20.59126091003418,0.7673909856211768,3,normal,6385,1,1,1,0.75,0.2,3.0,0.4,True
SNE_310178_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_310178_ccrop.jpg,val,SNE,B_sepakat_segmented,24.20743687382041,13.0,0.5370250501018179,4,normal,5423,1,1,1,0.75,0.2,3.0,0.4,True
SNE_533941_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_533941_ccrop.jpg,val,SNE,B_sepakat_segmented,26.870057685088806,17.464248657226562,0.6499520344133136,3,normal,6849,1,1,1,0.75,0.2,3.0,0.4,True
SNE_780200_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_780200_ccrop.jpg,val,SNE,B_sepakat_segmented,18.35755975068582,7.0,0.3813142974919903,3,normal,4705,1,1,3,0.75,0.2,3.0,0.4,True
SNE_333218_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_333218_ccrop.jpg,val,SNE,B_sepakat_segmented,26.419689627245813,9.0,0.3406550238470091,3,normal,5669,1,1,3,0.75,0.2,3.0,0.4,True
SNE_987130_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_987130_ccrop.jpg,test,SNE,B_sepakat_segmented,21.93171219946131,8.485280990600586,0.3868955106391102,3,normal,5664,1,1,2,0.75,0.2,3.0,0.4,True
SNE_843242_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_843242_ccrop.jpg,test,SNE,B_sepakat_segmented,34.52535300326414,23.430749893188477,0.6786534489878571,2,normal,6793,1,1,1,0.75,0.2,3.0,0.4,True
SNE_621008_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_621008_ccrop.jpg,test,SNE,B_sepakat_segmented,28.0178514522438,25.553865432739258,0.9120565678026958,2,normal,6113,1,1,1,0.75,0.2,3.0,0.4,True
SNE_65575_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_65575_ccrop.jpg,test,SNE,B_sepakat_segmented,20.248456731316587,11.180339813232422,0.5521576267064704,4,normal,5437,1,1,2,0.75,0.2,3.0,0.4,True
SNE_602361_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_602361_ccrop.jpg,test,SNE,B_sepakat_segmented,35.34119409414458,,1.0,1,tak_pernah_pecah,7306,1,1,1,0.75,0.2,3.0,0.4,True
SNE_714873_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_714873_ccrop.jpg,test,SNE,B_sepakat_segmented,26.1725046566048,17.0,0.6495366119157396,3,normal,7028,1,1,3,0.75,0.2,3.0,0.4,True
SNE_602927_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_602927_ccrop.jpg,test,SNE,B_sepakat_segmented,32.01562118716424,,1.0,1,tak_pernah_pecah,6278,1,1,1,0.75,0.2,3.0,0.4,True
SNE_389659_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_389659_ccrop.jpg,test,SNE,B_sepakat_segmented,19.235384061671343,10.0,0.5198752449100363,4,normal,6081,1,1,3,0.75,0.2,3.0,0.4,True
SNE_899001_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_899001_ccrop.jpg,test,SNE,B_sepakat_segmented,22.67156809750927,8.9442720413208,0.3945149273685851,3,normal,6797,1,1,3,0.75,0.2,3.0,0.4,True
SNE_537361_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_537361_ccrop.jpg,test,SNE,B_sepakat_segmented,38.07886552931954,32.140316009521484,0.8440460492388997,2,normal,8262,1,1,1,0.75,0.2,3.0,0.4,True
SNE_689137_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_689137_ccrop.jpg,test,SNE,B_sepakat_segmented,29.0,10.770329475402832,0.3713906715656149,2,normal,5910,1,1,2,0.75,0.2,3.0,0.4,True
SNE_164455_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_164455_ccrop.jpg,test,SNE,B_sepakat_segmented,33.52610922848042,,1.0,1,tak_pernah_pecah,5587,1,1,1,0.75,0.2,3.0,0.4,True
SNE_64185_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_64185_ccrop.jpg,test,SNE,B_sepakat_segmented,21.587033144922902,7.211102485656738,0.33404787203714154,4,normal,5746,1,1,2,0.75,0.2,3.0,0.4,True
SNE_193682_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_193682_ccrop.jpg,test,SNE,B_sepakat_segmented,25.96150997149434,16.278820037841797,0.6270367191937561,3,normal,5330,1,1,1,0.75,0.2,3.0,0.4,True
SNE_874225_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_874225_ccrop.jpg,test,SNE,B_sepakat_segmented,31.144823004794873,27.513633728027344,0.8834095388434703,2,normal,7075,1,1,1,0.75,0.2,3.0,0.4,True
SNE_975451_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_975451_ccrop.jpg,test,SNE,B_sepakat_segmented,26.68332812825267,10.198039054870605,0.38218767186214614,2,normal,6889,1,1,2,0.75,0.2,3.0,0.4,True
SNE_621549_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_621549_ccrop.jpg,test,SNE,B_sepakat_segmented,29.427877939124322,24.0,0.8155531992367018,2,normal,6605,1,1,1,0.75,0.2,3.0,0.4,True
SNE_624137_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_624137_ccrop.jpg,test,SNE,B_sepakat_segmented,34.0,29.0,0.8529411764705882,2,normal,7212,1,1,1,0.75,0.2,3.0,0.4,True
SNE_753316_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_753316_ccrop.jpg,test,SNE,B_sepakat_segmented,30.265491900843113,17.0,0.5616958103868263,2,normal,5455,1,1,1,0.75,0.2,3.0,0.4,True
SNE_663742_ccrop.jpg,Neutrophil,small,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_663742_ccrop.jpg,test,SNE,B_sepakat_segmented,23.194827009486403,12.727922439575195,0.5487397010708306,3,normal,5357,1,1,3,0.75,0.2,3.0,0.4,True
SNE_847185_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_847185_ccrop.jpg,test,SNE,B_sepakat_segmented,27.65863337187866,9.899495124816895,0.357917001600014,3,normal,5862,1,1,3,0.75,0.2,3.0,0.4,True
SNE_235627_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_235627_ccrop.jpg,test,SNE,B_sepakat_segmented,29.154759474226502,20.248456954956055,0.6945163438187912,2,normal,7199,1,1,1,0.75,0.2,3.0,0.4,True
SNE_114388_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_114388_ccrop.jpg,test,SNE,B_sepakat_segmented,29.68164415931166,23.706539154052734,0.7986935975248383,3,normal,6548,1,1,1,0.75,0.2,3.0,0.4,True
SNE_209297_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_209297_ccrop.jpg,test,SNE,B_sepakat_segmented,26.832815729997478,23.0867919921875,0.8603939379488174,2,normal,5542,1,1,1,0.75,0.2,3.0,0.4,True
SNE_541286_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_541286_ccrop.jpg,test,SNE,B_sepakat_segmented,37.8549864614954,,1.0,1,tak_pernah_pecah,6123,1,1,1,0.75,0.2,3.0,0.4,True
SNE_126017_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_126017_ccrop.jpg,test,SNE,B_sepakat_segmented,34.20526275297414,25.63201141357422,0.749358705374819,2,normal,7297,1,1,2,0.75,0.2,3.0,0.4,True
SNE_870699_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_870699_ccrop.jpg,test,SNE,B_sepakat_segmented,28.319604517012593,13.0,0.45904595850519164,2,normal,5532,1,1,2,0.75,0.2,3.0,0.4,True
SNE_175362_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_175362_ccrop.jpg,test,SNE,B_sepakat_segmented,31.0,17.464248657226562,0.5633628599105343,2,normal,5319,1,1,2,0.75,0.2,3.0,0.4,True
SNE_461516_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_461516_ccrop.jpg,test,SNE,B_sepakat_segmented,33.54101966249684,26.019224166870117,0.7757433861190256,2,normal,8082,1,1,1,0.75,0.2,3.0,0.4,True
SNE_682015_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_682015_ccrop.jpg,test,SNE,B_sepakat_segmented,21.840329667841555,7.8102498054504395,0.35760677261893703,3,normal,5199,1,1,2,0.75,0.2,3.0,0.4,True
SNE_348778_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_348778_ccrop.jpg,test,SNE,B_sepakat_segmented,18.867962264113206,7.6157732009887695,0.40363517238286734,4,normal,5009,1,1,3,0.75,0.2,3.0,0.4,True
SNE_885644_ccrop.jpg,Neutrophil,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_885644_ccrop.jpg,test,SNE,B_sepakat_segmented,32.64965543462902,12.041594505310059,0.36881229970159046,2,normal,5872,2,1,1,0.75,0.2,3.0,0.4,True
SNE_53714_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_53714_ccrop.jpg,test,SNE,B_sepakat_segmented,25.495097567963924,11.0,0.43145549730400484,2,normal,5510,1,1,2,0.75,0.2,3.0,0.4,True
SNE_598198_ccrop.jpg,Neutrophil,small,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_598198_ccrop.jpg,test,SNE,B_sepakat_segmented,27.294688127912362,9.433980941772461,0.3456343189400648,2,normal,6785,1,1,2,0.75,0.2,3.0,0.4,True
SNE_576696_ccrop.jpg,Neutrophil,small,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_576696_ccrop.jpg,test,SNE,B_sepakat_segmented,28.0178514522438,22.360679626464844,0.7980868791662501,2,normal,5898,1,1,1,0.75,0.2,3.0,0.4,True
SNE_374420_ccrop.jpg,Neutrophil,big,irregular,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_374420_ccrop.jpg,test,SNE,B_sepakat_segmented,21.840329667841555,9.0,0.4120816918460671,5,normal,6362,1,1,3,0.75,0.2,3.0,0.4,True
SNE_960147_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_960147_ccrop.jpg,test,SNE,B_sepakat_segmented,30.0,19.92485809326172,0.6641619364420573,2,normal,6290,1,1,2,0.75,0.2,3.0,0.4,True
SNE_111720_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_111720_ccrop.jpg,test,SNE,B_sepakat_segmented,26.627053911388696,20.0,0.7511157661886797,2,normal,6107,1,1,2,0.75,0.2,3.0,0.4,True
SNE_563198_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_563198_ccrop.jpg,test,SNE,B_sepakat_segmented,32.69556544854363,,1.0,1,tak_pernah_pecah,6178,1,1,1,0.75,0.2,3.0,0.4,True
SNE_96280_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_96280_ccrop.jpg,test,SNE,B_sepakat_segmented,28.0,25.961509704589844,0.927196775163923,2,normal,5831,1,1,1,0.75,0.2,3.0,0.4,True
SNE_165041_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_165041_ccrop.jpg,test,SNE,B_sepakat_segmented,26.68332812825267,16.155494689941406,0.6054527610757726,3,normal,4940,1,1,1,0.75,0.2,3.0,0.4,True
SNE_898586_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_898586_ccrop.jpg,test,SNE,B_sepakat_segmented,21.02379604162864,12.727922439575195,0.6054055325866455,4,normal,5562,1,1,3,0.75,0.2,3.0,0.4,True
SNE_48537_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_48537_ccrop.jpg,test,SNE,B_sepakat_segmented,31.304951684997057,17.8885440826416,0.5714285798184033,2,normal,5447,1,1,1,0.75,0.2,3.0,0.4,True
SNE_214327_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_214327_ccrop.jpg,test,SNE,B_sepakat_segmented,26.870057685088806,11.401754379272461,0.42432935994773535,3,normal,6007,1,1,2,0.75,0.2,3.0,0.4,True
SNE_647035_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_647035_ccrop.jpg,test,SNE,B_sepakat_segmented,20.8806130178211,10.440306663513184,0.5000000074041233,3,normal,5246,1,1,3,0.75,0.2,3.0,0.4,True
SNE_692892_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,yes,clear,light blue,small,pink,yes,SNE_692892_ccrop.jpg,test,SNE,B_sepakat_segmented,28.460498941515414,,1.0,1,tak_pernah_pecah,5363,1,1,1,0.75,0.2,3.0,0.4,True
SNE_266723_ccrop.jpg,Neutrophil,big,irregular,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_266723_ccrop.jpg,test,SNE,B_sepakat_segmented,19.72308292331602,15.0,0.7605301898450907,4,normal,5033,1,1,1,0.75,0.2,3.0,0.4,True
SNE_829664_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_829664_ccrop.jpg,test,SNE,B_sepakat_segmented,23.345235059857504,9.219544410705566,0.39492189250039794,4,normal,6213,1,1,4,0.75,0.2,3.0,0.4,True
SNE_843468_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_843468_ccrop.jpg,test,SNE,B_sepakat_segmented,27.85677655436824,14.866068840026855,0.5336607705135108,3,normal,6336,1,1,1,0.75,0.2,3.0,0.4,True
SNE_653262_ccrop.jpg,Neutrophil,big,round,segmented-multilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_653262_ccrop.jpg,test,SNE,B_sepakat_segmented,21.213203435596427,8.5440034866333,0.4027681869253275,3,normal,5214,1,1,3,0.75,0.2,3.0,0.4,True
SNE_888384_ccrop.jpg,Neutrophil,small,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_888384_ccrop.jpg,test,SNE,B_sepakat_segmented,20.615528128088304,10.630146026611328,0.515637822158334,3,normal,5059,1,1,2,0.75,0.2,3.0,0.4,True
SNE_568613_ccrop.jpg,Neutrophil,big,round,segmented-bilobed,low,densely,no,clear,light blue,small,pink,yes,SNE_568613_ccrop.jpg,test,SNE,B_sepakat_segmented,22.80350850198276,11.0,0.4823819106188661,3,normal,5671,1,1,2,0.75,0.2,3.0,0.4,True
